locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1035,"Lanlian hotel, Lanzhou",,36.102721,103.633277,144,131,67,22,10,5,-1,-10,1016,51,3,20150318120000
1036,"Biological Product Institute, Lanzhou",,36.072163,103.84339,134,116,40,27,11,4,-1,-12,1015,44,4,20150318120000
1037,"Railway Design Institute, Lanzhou",,36.046076,103.833409,137,106,27,14,23,13,-3,-11,1017,55,2,20150318120000
1038,Lanzhou,,36.060928,103.83678,117,108,28,35,8,20,-2,-13,1017,43,3,20150318120000
1039,"Municipal Science and Technology Commission, Jinchang",,38.52488,102.19143,162,76,38,19,62,9,-,-,0,-,-,20150318120000
1040,"Jinchuan Company No.2 Guest House, Jinchang",,38.513125,102.18653,50,44,29,11,26,21,0,-14,0,34,2,20150318120000
1364,"Xinchuan Court, Jinchang",,38.534369,102.174531,68,56,45,7,8,8,2,-16,0,22,2,20150318120000
1041,Jinchang,,38.520527,102.190032,149,172,140,17,35,21,1,-14,0,29,1,20150318120000
1042,"Jiuquan Refractories Company, Jiayuguan",,39.81311,98.226468,72,80,41,14,12,8,2,-14,1020,17,3,20150318120000
1043,"Bureau of Meteorology, Jiayuguan",,39.772669,98.291156,68,64,44,11,13,6,-,-,0,-,-,20150318120000
1044,Jiayuguan,,39.773962,98.289751,76,80,47,10,8,7,2,-14,1020,17,3,20150318120000
1045,"Helanshan Maliankou, Yinchuan",,38.601939,105.955167,78,64,19,6,28,5,4,-12,1016,17,2,20150318120000
1046,"Ninghua living area, Yinchuan",,38.486419,106.076569,76,79,18,14,9,10,5,0,1016,58,1,20150318120000
1047,"Helanshan East Road, Yinchuan",,38.49796,106.237399,127,57,25,12,55,11,5,-13,1016,13,0,20150318120000
1048,"College Road, Yinchuan",,38.504209,106.140567,127,82,222,17,16,4,3,0,1016,71,0,20150318120000
1049,"Yinhu Lane, Yinchuan",,38.474858,106.272608,80,56,40,24,56,12,4,-12,1016,17,2,20150318120000
1050,Yinchuan,,38.487654,106.235308,134,72,20,17,22,12,5,0,1016,58,1,20150318120000
1365,"Shahu Tourism Zone, Shizuishan",,38.817684,106.344,107,91,34,20,32,10,-,-,0,-,-,20150318120000
1055,"Monitoring station, Wulumuqi",,43.831501,87.58295,46,20,16,28,5,11,0,-6,1026,64,2,20150318120000
1056,"Toll office, Wulumuqi",,43.76923,87.607438,85,52,13,30,3,12,-1,-4,1027,80,1,20150318120000
1057,"Xinjiang Academy of Agricultural Farms, Wulumuqi",,43.948277,87.478589,170,83,16,35,7,16,-1,-6,1025,69,2,20150318120000
1058,"Railway Bureau, Wulumuqi",,43.872315,87.555404,85,42,24,29,9,10,-1,-4,1027,80,1,20150318120000
1059,"No.31 middle school, Wulumuqi",,43.832235,87.646092,34,14,29,27,5,9,-1,-6,1025,69,2,20150318120000
1060,"No.74 middle school, Wulumuqi",,43.874429,87.420418,112,45,28,26,6,9,0,-6,1026,64,2,20150318120000
1061,"Midong district EPA bureau, Wulumuqi",,43.963156,87.647302,78,31,12,21,2,5,-1,-6,1025,69,2,20150318120000
1062,Wulumuqi,,43.82685,87.619673,9,5,28,8,4,8,0,-6,1026,64,2,20150318120000
1358,Korla,,41.727341,86.177205,184,561,44,15,5,31,,,0,,,20150318120000
1066,"Baijiantan District, Karamay",,45.689445,84.126445,87,13,34,1,1,1,3,-7,1029,34,3,20150318120000
1067,"Chengzheng New Village, Karamay",,45.604135,84.888518,55,13,32,3,2,1,2,-8,1029,36,3,20150318120000
1068,"Dushanzi District, Karamay",,44.343598,84.90652,300,52,33,6,2,5,3,-7,1029,34,3,20150318120000
1069,"Wuerhequ trade buidling, Karamay",,46.090638,85.695354,55,27,31,1,1,18,2,-8,1029,36,3,20150318120000
1071,Karamay,,45.580693,84.891611,230,50,34,11,9,19,3,-8,1030,31,2,20150318120000
1681,Kashi,,39.470627,75.99271,213,151,37,1,4,13,16,-15,1019,11,7,20150318120000
1486,"Patrol unit, Kashi",,39.537326,75.985734,160,726,65,5,2,9,-,-,0,-,-,20150318120000
1487,"City Environmental Monitoring Station, Kashi",,39.436598,75.946329,544,999,20,12,2,6,-,-,0,-,-,20150318120000
1682,Yili,,43.938011,81.327484,34,23,31,1,2,11,8,-3,1029,31,1,20150318120000
1488,"City EPA, Yili",,43.941567,81.284425,38,28,29,11,7,18,-,-,0,-,-,20150318120000
1489,"New Government Area, Yili",,43.896202,81.289636,61,19,27,,5,14,-,-,0,-,-,20150318120000
1490,"No.2 water factory, Yili",,43.94226,81.339491,59,24,31,4,2,5,-,-,0,-,-,20150318120000
1480,"City EPA, Turpan",,42.942447,89.193838,168,183,31,12,4,14,,,,,,20150318120000
1481,"Tianshan Tianchi, Sanji",,44.157555,87.992651,59,16,42,5,9,7,,,,,,20150318120000
1482,"State Stations, Sanji",,44.012702,87.302787,91,45,140,14,1,7,,,,,,20150318120000
1483,"New government center, Sanji",,44.030955,87.274725,78,50,54,12,5,8,,,,,,20150318120000
1484,"TV station, Aksu",,41.164596,80.284991,195,373,204,4,,14,,,,,,20150318120000
1485,"Art Center, Aksu",,41.194335,80.297814,199,673,81,31,9,15,,,,,,20150318120000
1491,"City Station, Altay",,47.85282,88.13009,70,27,42,9,20,7,,,,,,20150318120000
1492,"Agricultural Water Tower, Wujiaqu",,44.176633,87.550434,151,59,30,28,3,16,,,,,,20150318120000
1493,"Heishipo, Guangyuan",,32.451042,105.898149,46,20,41,9,5,2,-,-,0,-,-,20150318120000
1494,"Old Town, Guangyuan",,32.440537,105.827943,61,22,31,11,6,4,17,9,1005,52,2,20150318120000
1495,"Nanba, Guangyuan",,32.422251,105.819058,17,31,25,7,5,13,-,-,0,-,-,20150318120000
1496,"Monitoring station, Guangyuan",,32.426069,105.866074,21,9,31,5,7,11,-,-,0,-,-,20150318120000
1497,"City EPA, Bazhong",,31.868916,106.743036,119,51,28,5,4,7,14,12,0,86,2,20150318120000
1498,"High School, Bazhong",,31.85092,106.76355,137,73,21,20,5,18,-,-,0,-,-,20150318120000
1499,"Shiliu middle school, Bazhong",,31.843421,106.76495,93,50,28,14,5,24,-,-,0,-,-,20150318120000
1500,"State Institute of Agricultural Science, Ngawa Zong",,31.926423,102.177245,50,20,11,5,2,8,,,,,,20150318120000
1501,"State Stations, Ngawa Zong",,31.900257,102.223448,,13,13,23,6,1,,,,,,20150318120000
1502,"Mashi primary school, Ngawa Zong",,31.891147,102.241829,17,5,26,5,2,4,,,,,,20150318120000
1503,"Qionghai Hotel, Liangshan",,27.837378,102.272896,42,20,-,2,2,5,-,-,0,-,-,20150318120000
1504,"Xichang City Hall, Liangshan",,27.894362,102.263993,104,54,58,8,6,7,27,0,0,9,1,20150318120000
1505,"Liangshan Prefecture Government, Liangshan",,27.881269,102.270396,119,59,35,17,21,10,13,0,0,30,2,20150318120000
1506,"Qamdo Stations, Qamdo Sanai",,31.125452,97.18092,-,-,-,-,-,-,,,,,,20150318120000
1507,"Qamdo dam, Qamdo Sanai",,31.123049,97.181419,17,6,41,2,3,29,,,,,,20150318120000
1508,"Shannan Stations, Lhoka",,29.22822,91.762026,42,20,26,1,2,5,,,,,,20150318120000
1509,"Shigatse Stations, Xigaze",,29.268533,88.88963,25,-,40,6,4,4,,,,,,20150318120000
1510,"Shigatse Hongda Company, Xigaze",,29.233206,88.895126,17,11,33,,,3,,,,,,20150318120000
1511,"Nagqu Stations, Nagqu",,31.482387,92.067001,65,48,17,18,22,7,,,,,,20150318120000
1512,"Nagqu Jiaxing hospital, Nagqu",,31.471059,92.051778,17,10,37,3,7,6,,,,,,20150318120000
1513,"Ngari Station, Ngari Sanai",,32.497512,80.118307,9,17,34,3,5,16,,,,,,20150318120000
1514,"Ngari Prefectural Party Committee, Ngari Sanai",,32.501418,80.091719,53,39,50,8,11,37,,,,,,20150318120000
1515,"Nyingchi Stations, Nyingchi",,29.634917,94.369274,53,7,,4,3,,,,,,,20150318120000
1683,"Institute of Forestry, Huaihua",,27.569823,109.937803,172,84,29,4,6,13,-,-,0,-,-,20150318120000
1684,"Hexi Inland Revenue Department, Huaihua",,27.540943,109.949823,151,90,68,6,10,2,-,-,0,-,-,20150318120000
1685,"City hopital No 4, Huaihua",,27.530825,109.983814,160,84,23,7,29,11,15,14,0,96,1,20150318120000
1686,"City committee communist party school, Huaihua",,27.579798,110.04421,170,89,20,6,25,10,-,-,0,-,-,20150318120000
1687,"Hengyang Chemical Plant, Hengyang",,26.922217,112.624639,153,61,26,17,8,19,-,-,0,-,-,20150318120000
1688,"Chu Hui District Environmental Protection Bureau, Hengyang",,26.892012,112.626339,153,57,175,22,8,23,-,-,0,-,-,20150318120000
1689,"City committee communist party school, Hengyang",,26.869706,112.624935,107,52,225,20,10,14,-,-,0,-,-,20150318120000
1690,"City Monitoring Station, Hengyang",,26.888299,112.605822,151,57,22,14,12,33,18,18,0,96,3,20150318120000
1691,"City EPA, Shaoyang",,27.224023,111.438426,153,59,23,12,29,12,16,14,1010,87,1,20150318120000
1516,"City EPA, Yiyang",,28.577646,112.351494,87,62,32,12,16,15,-,-,0,-,-,20150318120000
1517,"Ziyang government center, Yiyang",,28.601537,112.340374,153,74,35,24,23,17,-,-,0,-,-,20150318120000
1518,"Heshan Environmental Protection Branch, Yiyang",,28.57879,112.38014,151,55,33,14,11,13,-,-,0,-,-,20150318120000
1692,"City Accounting Office, Chenzhou",,25.804184,113.043888,82,47,75,-,7,22,-,-,0,-,-,20150318120000
1693,"City EPA, Chenzhou",,25.772994,113.040375,9,21,10,12,5,10,20,19,1010,89,1,20150318120000
1519,"City Environmental Monitoring Station, Yongzhou",,26.417815,111.620848,149,67,24,20,13,19,-,-,0,-,-,20150318120000
1520,"Lingling District Environmental Protection Bureau, Yongzhou",,26.22961,111.628844,137,57,19,14,6,21,-,-,0,-,-,20150318120000
1521,"Yongzhou EPA, Yongzhou",,26.432803,111.604438,161,68,24,19,72,13,-,-,0,-,-,20150318120000
1522,"Lengshuitan District Environmental Protection Bureau, Yongzhou",,26.448298,111.604139,156,62,25,21,21,24,-,-,0,-,-,20150318120000
1694,"Television transmitters, Loudi",,27.721693,112.003029,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1695,"City committee communist party school, Loudi",,27.728158,112.024999,119,55,12,3,7,3,-,-,0,-,-,20150318120000
1696,"City government, Loudi",,27.70107,111.994701,119,60,31,28,11,5,-,-,0,-,-,20150318120000
1523,"Nursing home, Bangbu",,32.937312,117.401955,155,60,46,11,11,11,-,-,0,-,-,20150318120000
1524,"Bengbu College, Bangbu",,32.889576,117.424448,154,66,17,21,2,20,11,10,1011,99,3,20150318120000
1525,"Government Huaishang District, Bangbu",,32.965587,117.359394,152,66,27,1,5,7,-,-,0,-,-,20150318120000
1526,"High-tech zone, Bangbu",,32.896654,117.31217,163,75,17,19,3,8,-,-,0,-,-,20150318120000
1527,"Panji District Government, Huainan",,32.761862,116.808077,159,-,43,31,17,7,,,,,,20150318120000
1528,"Normal university, Huainan",,32.642983,117.013764,114,57,22,5,21,11,,,,,,20150318120000
1529,"Xiejiaji District Government, Huainan",,32.600596,116.860776,117,75,30,17,9,11,,,,,,20150318120000
1530,"Bagongshan District Government, Huainan",,32.629751,116.835818,132,89,25,103,33,10,,,,,,20150318120000
1531,"Jiao Gang Lake Scenic Area Administration, Huainan",,32.622908,116.709134,124,42,38,5,2,5,,,,,,20150318120000
1532,"Monitoring station, Huaibei",,33.973573,116.806195,157,61,19,15,5,24,-,-,0,-,-,20150318120000
1533,"Lieshan government, Huaibei",,33.898247,116.812079,177,81,16,17,10,10,12,11,1013,86,2,20150318120000
1534,"Vocational and Technical College, Huaibei",,33.94469,116.789812,163,56,27,14,8,21,-,-,0,-,-,20150318120000
1535,"No4 middle school, Tongling",,30.939093,117.823125,78,45,14,12,6,10,-,-,0,-,-,20150318120000
1536,"Xinmin City wastewater treatment plant, Tongling",,30.93915,117.786005,152,60,44,15,22,15,-,-,0,-,-,20150318120000
1537,"Ninth Middle School, Tongling",,30.878831,117.74963,114,57,123,13,22,11,12,12,1012,100,2,20150318120000
1538,"Academy of Environmental Sciences, Anqing",,30.507992,117.060332,154,65,34,18,8,25,-,-,0,-,-,20150318120000
1539,"Mashan museum, Anqing",,30.513537,117.035253,153,75,30,1,7,21,-,-,0,-,-,20150318120000
1540,"Anqing University, Anqing",,30.612053,116.994602,76,38,65,15,3,18,15,15,1012,97,1,20150318120000
1698,"Huangshandong road, no 89, Huangshan",,29.718276,118.32878,46,20,109,6,5,7,,,,,,20150318120000
1541,"Huangshan District Government Building 5, Huangshan",,30.273272,118.142487,30,9,16,12,2,2,,,,,,20150318120000
1542,"Sewage treatment plant, Bozhou",,33.838416,115.81218,161,58,17,21,9,11,,,,,,20150318120000
1543,"EPA building, Chizhou",,30.63906,117.4863,61,32,129,5,3,12,-,-,0,-,-,20150318120000
1544,"Chizhou College, Chizhou",,30.6594,117.475237,93,30,9,10,3,9,-,-,0,-,-,20150318120000
1545,"Aofong sub-station, Xuancheng",,30.942483,118.763224,153,76,27,16,21,6,-,-,0,-,-,20150318120000
1546,"Jingtingshan sub-station, Xuancheng",,30.971998,118.743724,95,73,42,19,9,22,-,-,0,-,-,20150318120000
1547,"BDA Station, Xuancheng",,30.940863,118.722601,200,57,26,11,4,19,12,12,1012,100,2,20150318120000
1548,"Yuyuan Hotel, Baiyin",,36.545832,104.175853,76,112,33,15,7,20,,,,,,20150318120000
1549,"Cultural Center, Tianshui",,34.563831,105.865215,159,62,37,22,5,10,,,,,,20150318120000
1550,"Monitoring station, Wuwei",,37.931365,102.623585,149,100,38,12,43,23,,,,,,20150318120000
1551,"Monitoring station, Zhangye",,38.947307,100.470252,175,180,47,1,5,6,,,,,,20150318120000
1552,"Monitoring station, Pingliang",,35.545644,106.673436,97,38,39,9,3,11,,,,,,20150318120000
1553,"District Environmental Protection Bureau, Qingyang",,35.728585,107.687931,72,108,73,7,5,10,,,,,,20150318120000
1554,"City EPA, Qingyang",,35.706292,107.64113,80,101,53,4,6,12,,,,,,20150318120000
1555,Stations,formerly the Food Authority,35.570847,104.625462,76,84,43,10,25,5,,,,,,20150318120000
1556,South Peak Guest House,former crane factory,35.596957,104.619552,72,64,40,6,8,7,,,,,,20150318120000
1557,"Forestry Bureau, Longnan",,33.384148,104.933503,151,57,31,15,1,13,,,,,,20150318120000
1558,"Putian City Stations, Putian",,25.4524,119.006514,112,63,24,12,1,8,-,-,0,-,-,20150318120000
1559,"Dongzhen Reservoir, Putian",,25.476331,118.985646,147,56,15,11,3,8,-,-,0,-,-,20150318120000
1560,"Sanyuan District Government, Sanming",,26.234356,117.607666,104,54,6,4,11,29,-,-,0,-,-,20150318120000
1561,"Yangxi, Sanming",,26.307495,117.732544,59,19,16,-,8,12,-,-,0,-,-,20150318120000
1562,"No3 middle school, Zhangzhou",,24.512738,117.661704,102,41,20,15,7,5,18,18,1016,100,2,20150318120000
1563,"Dajiuhu, Zhangzhou",,24.464408,117.638363,99,33,43,17,5,8,-,-,0,-,-,20150318120000
1564,"Mangdangshan, Nanping",,26.672904,118.10174,59,23,47,2,9,19,18,18,1014,96,1,20150318120000
1565,"Nanping City Stations, Nanping",,26.63502,118.174408,68,30,28,3,14,22,-,-,0,-,-,20150318120000
1566,"Nanping Aluminum Co., Ltd., Nanping",,26.648096,118.186877,68,115,29,6,11,12,-,-,0,-,-,20150318120000
1567,"Longyan City Stations, Longyan",,25.100758,117.026493,85,42,23,5,8,13,-,-,0,-,-,20150318120000
1568,"Minxi Vocational and Technical College, Longyan",,25.063365,117.030504,144,64,24,12,17,7,-,-,0,-,-,20150318120000
1569,"Jiaocheng Agricultural Bureau, Ningde",,26.657275,119.524872,132,50,35,6,6,7,-,-,0,-,-,20150318120000
1570,"Ningde Stations, Ningde",,26.657624,119.543808,97,45,32,11,3,6,-,-,0,-,-,20150318120000
1697,"Environment protection office, Linxiazhou",,35.603537,103.21614,122,132,35,17,10,11,,,,,,20150318120000
